"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Input.x","Input.y","Answer.value","Approve","Reject"
"25Z1XERSQV66AOSMCDUH3WAVKMK91F","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Thu May 03 04:50:54 GMT 2012","3","Department:Other","600","604800","Fri May 04 04:50:54 GMT 2012","","","2BDY58B727M01JIPBXS66FSVFG1AVO","A2BZJJP6YKOI7X","Approved","Thu May 03 05:01:21 GMT 2012","Thu May 03 05:01:39 GMT 2012","Wed May 09 22:01:39 PDT 2012","Wed May 02 23:25:18 PDT 2012","","","18","100% (9/9)","100% (9/9)","100% (9/9)","http://jdadesign.net/turk/palettes-sym/palette-1.png","B","A","2.0"
"25Z1XERSQV66AOSMCDUH3WAVKMK91F","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Thu May 03 04:50:54 GMT 2012","3","Department:Other","600","604800","Fri May 04 04:50:54 GMT 2012","","","2CEIKMN9U8P9H6BYQGOIBSUYIY7TCU","A1IZ3TRWABZ57M","Approved","Thu May 03 06:24:33 GMT 2012","Thu May 03 06:24:58 GMT 2012","Wed May 09 23:24:58 PDT 2012","Thu May 03 06:37:16 PDT 2012","","","25","100% (82/82)","100% (82/82)","100% (82/82)","http://jdadesign.net/turk/palettes-sym/palette-1.png","B","A","1.6"
"25Z1XERSQV66AOSMCDUH3WAVKMK91F","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Thu May 03 04:50:54 GMT 2012","3","Department:Other","600","604800","Fri May 04 04:50:54 GMT 2012","","","2LUYU98JHSTLU6O59VA9QOBJEVYPDL","A31HCYU85BMVLL","Approved","Thu May 03 06:05:13 GMT 2012","Thu May 03 06:05:28 GMT 2012","Wed May 09 23:05:28 PDT 2012","Thu May 03 06:37:16 PDT 2012","","","15","99% (87/88)","99% (87/88)","99% (87/88)","http://jdadesign.net/turk/palettes-sym/palette-1.png","B","A","1.7"
"2OVZKPFE4EGD0GP7Z5ZIHNZW6LSH7A","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Thu May 03 04:50:54 GMT 2012","3","Department:Other","600","604800","Fri May 04 04:50:54 GMT 2012","","","25Y6RLPHIT3HEZD0E2X2VJQ21JA9HK","A3TUKCLQ4D3T9R","Approved","Thu May 03 06:50:38 GMT 2012","Thu May 03 06:52:40 GMT 2012","Wed May 09 23:52:40 PDT 2012","Thu May 03 06:37:15 PDT 2012","","","122","100% (120/120)","100% (120/120)","100% (120/120)","http://jdadesign.net/turk/palettes-sym/palette-1.png","C","A","2.0"
"2OVZKPFE4EGD0GP7Z5ZIHNZW6LSH7A","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Thu May 03 04:50:54 GMT 2012","3","Department:Other","600","604800","Fri May 04 04:50:54 GMT 2012","","","2NUAC9KSSZVXG5T9ZELKYOYGNU3K26","A31HCYU85BMVLL","Approved","Thu May 03 05:52:37 GMT 2012","Thu May 03 05:52:50 GMT 2012","Wed May 09 22:52:50 PDT 2012","Wed May 02 23:25:18 PDT 2012","","","13","99% (87/88)","99% (87/88)","99% (87/88)","http://jdadesign.net/turk/palettes-sym/palette-1.png","C","A","2.0"
"2OVZKPFE4EGD0GP7Z5ZIHNZW6LSH7A","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Thu May 03 04:50:54 GMT 2012","3","Department:Other","600","604800","Fri May 04 04:50:54 GMT 2012","","","2XIY2RCJK63ZEH6MLKBUQAQ9JXE6VX","A1T584R9RDVK6S","Approved","Thu May 03 07:05:36 GMT 2012","Thu May 03 07:06:21 GMT 2012","Thu May 10 00:06:21 PDT 2012","Thu May 03 06:37:15 PDT 2012","","","45","58% (37/64)","58% (37/64)","58% (37/64)","http://jdadesign.net/turk/palettes-sym/palette-1.png","C","A","2.0"
"2YWCWA6X3YOCVI3HJPBXXTINIMBONG","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Thu May 03 04:50:54 GMT 2012","3","Department:Other","600","604800","Fri May 04 04:50:54 GMT 2012","","","2EB79KQW618NN9X29W44DXCETZLMK0","A3TUKCLQ4D3T9R","Approved","Thu May 03 06:37:13 GMT 2012","Thu May 03 06:37:25 GMT 2012","Wed May 09 23:37:25 PDT 2012","Thu May 03 06:37:15 PDT 2012","","","12","100% (120/120)","100% (120/120)","100% (120/120)","http://jdadesign.net/turk/palettes-sym/palette-1.png","D","A","1.0"
"2YWCWA6X3YOCVI3HJPBXXTINIMBONG","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Thu May 03 04:50:54 GMT 2012","3","Department:Other","600","604800","Fri May 04 04:50:54 GMT 2012","","","2JM8P9Y38TWWGL6XOI9M8JTAGZCIZ0","AVWZJ14OPTJD5","Approved","Thu May 03 04:51:51 GMT 2012","Thu May 03 04:52:14 GMT 2012","Wed May 09 21:52:14 PDT 2012","Wed May 02 23:25:17 PDT 2012","","","23","100% (9/9)","100% (9/9)","100% (9/9)","http://jdadesign.net/turk/palettes-sym/palette-1.png","D","A","1.0"
"2YWCWA6X3YOCVI3HJPBXXTINIMBONG","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Thu May 03 04:50:54 GMT 2012","3","Department:Other","600","604800","Fri May 04 04:50:54 GMT 2012","","","2N9JHP4BDDKGN1BWMH0XBG3578JZ6P","A3KPQ7L5FS8SD6","Approved","Thu May 03 06:33:34 GMT 2012","Thu May 03 06:33:50 GMT 2012","Wed May 09 23:33:50 PDT 2012","Thu May 03 06:37:16 PDT 2012","","","16","95% (213/225)","95% (213/225)","95% (213/225)","http://jdadesign.net/turk/palettes-sym/palette-1.png","D","A","1.0"
"255NVRH1KHO9XJUG1QEVHLKW711QZ7","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Thu May 03 04:50:54 GMT 2012","3","Department:Other","600","604800","Fri May 04 04:50:54 GMT 2012","","","2FZDZKPFE4EGWKGRWPC8Q9NZWIQ6G8","A1W02OZN6J9J0H","Approved","Thu May 03 07:02:06 GMT 2012","Thu May 03 07:02:35 GMT 2012","Thu May 10 00:02:35 PDT 2012","Thu May 03 06:37:17 PDT 2012","","","29","67% (4/6)","67% (4/6)","67% (4/6)","http://jdadesign.net/turk/palettes-sym/palette-1.png","E","A","1.5"
