"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.rating","Approve","Reject"
"244HGYQ4J3NAU9EKGZ6O6YIT1XXBOE","2T9W40SPW1IN5KJ3KOA3VAB6BFV1EF","Rate a Color Palette","Rate how pleasing a color palette is to look at.","Color, palette","$0.02","Thu May 03 03:59:17 GMT 2012","20","Department:Other","300","604800","Sat May 05 03:59:17 GMT 2012","","","20H6AUC26DG6QG42XFRFS0COKEOB47","A2HT3NVWD0Q8IV","Submitted","Thu May 03 04:11:24 GMT 2012","Thu May 03 04:11:31 GMT 2012","Wed May 09 21:11:31 PDT 2012","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","http://jdadesign.net/turk/palettes/palette-1.png","5"
"244HGYQ4J3NAU9EKGZ6O6YIT1XXBOE","2T9W40SPW1IN5KJ3KOA3VAB6BFV1EF","Rate a Color Palette","Rate how pleasing a color palette is to look at.","Color, palette","$0.02","Thu May 03 03:59:17 GMT 2012","20","Department:Other","300","604800","Sat May 05 03:59:17 GMT 2012","","","20W5UUKQOYGN1Z4SMSFG8107S7KXFP","A3CB0SM114NJVL","Submitted","Thu May 03 04:01:39 GMT 2012","Thu May 03 04:01:44 GMT 2012","Wed May 09 21:01:44 PDT 2012","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","http://jdadesign.net/turk/palettes/palette-1.png","4"
"244HGYQ4J3NAU9EKGZ6O6YIT1XXBOE","2T9W40SPW1IN5KJ3KOA3VAB6BFV1EF","Rate a Color Palette","Rate how pleasing a color palette is to look at.","Color, palette","$0.02","Thu May 03 03:59:17 GMT 2012","20","Department:Other","300","604800","Sat May 05 03:59:17 GMT 2012","","","224GW40SPW1I6PKLSAVJBNAB6NK0DN","A1TVIJH7WLEVRY","Submitted","Thu May 03 04:05:22 GMT 2012","Thu May 03 04:05:29 GMT 2012","Wed May 09 21:05:29 PDT 2012","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","http://jdadesign.net/turk/palettes/palette-1.png","4"
"244HGYQ4J3NAU9EKGZ6O6YIT1XXBOE","2T9W40SPW1IN5KJ3KOA3VAB6BFV1EF","Rate a Color Palette","Rate how pleasing a color palette is to look at.","Color, palette","$0.02","Thu May 03 03:59:17 GMT 2012","20","Department:Other","300","604800","Sat May 05 03:59:17 GMT 2012","","","25I8H88MQU6LORE062SR5X4AIVKAT7","A18IQ4HHBIZAAW","Submitted","Thu May 03 04:06:50 GMT 2012","Thu May 03 04:06:59 GMT 2012","Wed May 09 21:06:59 PDT 2012","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","http://jdadesign.net/turk/palettes/palette-1.png","3"
"244HGYQ4J3NAU9EKGZ6O6YIT1XXBOE","2T9W40SPW1IN5KJ3KOA3VAB6BFV1EF","Rate a Color Palette","Rate how pleasing a color palette is to look at.","Color, palette","$0.02","Thu May 03 03:59:17 GMT 2012","20","Department:Other","300","604800","Sat May 05 03:59:17 GMT 2012","","","25OJ5OPB0YVGIB1RQVYEX9U31EBY6T","A2B8DTCHI9U902","Submitted","Thu May 03 04:09:17 GMT 2012","Thu May 03 04:09:27 GMT 2012","Wed May 09 21:09:27 PDT 2012","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","http://jdadesign.net/turk/palettes/palette-1.png","4"
"244HGYQ4J3NAU9EKGZ6O6YIT1XXBOE","2T9W40SPW1IN5KJ3KOA3VAB6BFV1EF","Rate a Color Palette","Rate how pleasing a color palette is to look at.","Color, palette","$0.02","Thu May 03 03:59:17 GMT 2012","20","Department:Other","300","604800","Sat May 05 03:59:17 GMT 2012","","","2790JPPSI2KYXSOXJRWKTM6WJFSPJW","A1PAR1TMKFPKQE","Submitted","Thu May 03 04:02:16 GMT 2012","Thu May 03 04:02:28 GMT 2012","Wed May 09 21:02:28 PDT 2012","","","","12","0% (0/0)","0% (0/0)","0% (0/0)","http://jdadesign.net/turk/palettes/palette-1.png","4"
"244HGYQ4J3NAU9EKGZ6O6YIT1XXBOE","2T9W40SPW1IN5KJ3KOA3VAB6BFV1EF","Rate a Color Palette","Rate how pleasing a color palette is to look at.","Color, palette","$0.02","Thu May 03 03:59:17 GMT 2012","20","Department:Other","300","604800","Sat May 05 03:59:17 GMT 2012","","","27VV0FK0COK22H4R19BKHLRW603PIK","A1MTRZDRKNB9GV","Submitted","Thu May 03 04:02:09 GMT 2012","Thu May 03 04:02:15 GMT 2012","Wed May 09 21:02:15 PDT 2012","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","http://jdadesign.net/turk/palettes/palette-1.png","5"
"244HGYQ4J3NAU9EKGZ6O6YIT1XXBOE","2T9W40SPW1IN5KJ3KOA3VAB6BFV1EF","Rate a Color Palette","Rate how pleasing a color palette is to look at.","Color, palette","$0.02","Thu May 03 03:59:17 GMT 2012","20","Department:Other","300","604800","Sat May 05 03:59:17 GMT 2012","","","298KPEIB9BAW4VP2JAWV5UD3M5W0XP","AYJ67827HW8LL","Submitted","Thu May 03 04:10:48 GMT 2012","Thu May 03 04:11:17 GMT 2012","Wed May 09 21:11:17 PDT 2012","","","","29","0% (0/0)","0% (0/0)","0% (0/0)","http://jdadesign.net/turk/palettes/palette-1.png","3"
"244HGYQ4J3NAU9EKGZ6O6YIT1XXBOE","2T9W40SPW1IN5KJ3KOA3VAB6BFV1EF","Rate a Color Palette","Rate how pleasing a color palette is to look at.","Color, palette","$0.02","Thu May 03 03:59:17 GMT 2012","20","Department:Other","300","604800","Sat May 05 03:59:17 GMT 2012","","","2C2C9KSSZVXXLT7AOEBQWYGNI86L3J","A1ULEYNB0X0FTR","Submitted","Thu May 03 04:07:16 GMT 2012","Thu May 03 04:07:55 GMT 2012","Wed May 09 21:07:55 PDT 2012","","","","39","0% (0/0)","0% (0/0)","0% (0/0)","http://jdadesign.net/turk/palettes/palette-1.png","3"
"244HGYQ4J3NAU9EKGZ6O6YIT1XXBOE","2T9W40SPW1IN5KJ3KOA3VAB6BFV1EF","Rate a Color Palette","Rate how pleasing a color palette is to look at.","Color, palette","$0.02","Thu May 03 03:59:17 GMT 2012","20","Department:Other","300","604800","Sat May 05 03:59:17 GMT 2012","","","2C8TP9RA7S5W549ESCFFF0JMHXEXS8","A2HFKE8LN1IYQE","Submitted","Thu May 03 04:05:21 GMT 2012","Thu May 03 04:05:45 GMT 2012","Wed May 09 21:05:45 PDT 2012","","","","24","0% (0/0)","0% (0/0)","0% (0/0)","http://jdadesign.net/turk/palettes/palette-1.png","3"
